step,timestamp,phase,phase_count_node,phase_count_graph,avg_loss_last_10,best_loss_so_far,time_in_phase
11700,1753224845.4623225,node,2426,7275,0.8564277146011591,0.010207151062786579,0.0
11710,1753224849.5133955,graph,2428,7283,0.4357418019324541,0.010207151062786579,0.382885217666626
11720,1753224853.3757288,node,2431,7290,0.25963650941848754,0.010207151062786579,0.0
11730,1753224857.2755346,graph,2433,7298,0.15430101081728936,0.010207151062786579,0.3850536346435547
11740,1753224861.230151,node,2436,7305,0.43025712855160236,0.010207151062786579,0.0
11750,1753224864.8939936,graph,2438,7313,0.5871942639350891,0.010207151062786579,0.41591668128967285
11760,1753224868.6252644,node,2441,7320,0.18417781591415405,0.010207151062786579,0.0
11770,1753224872.359582,graph,2443,7328,0.4234102666378021,0.010207151062786579,0.35396599769592285
11780,1753224875.883558,node,2446,7335,0.16410587206482888,0.010207151062786579,0.0
11790,1753224879.4686794,graph,2448,7343,0.11831118538975716,0.010207151062786579,0.34836363792419434
11800,1753224883.082123,node,2451,7350,0.1339173588901758,0.010207151062786579,0.0
11810,1753224886.8156326,graph,2453,7358,0.07514076232910157,0.010207151062786579,0.3950181007385254
11820,1753224890.6549625,node,2456,7365,0.06931408531963826,0.010207151062786579,0.0
11830,1753224894.7440753,graph,2458,7373,0.26922074630856513,0.010207151062786579,0.35672807693481445
11840,1753224898.6609352,node,2461,7380,0.19186013489961623,0.010207151062786579,0.0
11850,1753224902.6327977,graph,2463,7388,0.08452711068093777,0.010207151062786579,0.40143799781799316
11860,1753224906.356184,node,2466,7395,0.1397078019566834,0.010207151062786579,0.0
11870,1753224909.879587,graph,2468,7403,0.5937084645032883,0.010207151062786579,0.363297700881958
11880,1753224913.5357282,node,2471,7410,0.10024327673017978,0.010207151062786579,0.0
11890,1753224917.172658,graph,2473,7418,0.25268513709306717,0.010207151062786579,0.35622119903564453
11900,1753224920.80251,node,2476,7425,0.06453683115541935,0.010207151062786579,0.0
11910,1753224924.6694124,graph,2478,7433,0.08739203587174416,0.010207151062786579,0.4147632122039795
11920,1753224928.449455,node,2481,7440,0.17706191893666984,0.010207151062786579,0.0
11930,1753224932.133696,graph,2483,7448,1.268278893828392,0.010207151062786579,0.394031286239624
11940,1753224935.669109,node,2486,7455,0.13943654857575893,0.010207151062786579,0.0
11950,1753224939.1337643,graph,2488,7463,0.0763217244297266,0.010207151062786579,0.3226022720336914
11960,1753224942.5776029,node,2491,7470,0.0748265903443098,0.010207151062786579,0.0
11970,1753224946.1462169,graph,2493,7478,0.07824439071118831,0.010207151062786579,0.39423084259033203
11980,1753224949.7366714,node,2496,7485,0.26043674238026143,0.010207151062786579,0.0
11990,1753224953.3360655,graph,2498,7493,0.13541670925915242,0.010207151062786579,0.35866618156433105
12000,1753224956.9434738,node,2501,7500,0.16247482672333718,0.010207151062786579,0.0
12010,1753224961.0158558,graph,2503,7508,0.14825647808611392,0.010207151062786579,0.3643605709075928
12020,1753224964.6459863,node,2506,7515,0.28592791110277177,0.010207151062786579,0.0
12030,1753224968.1846967,graph,2508,7523,0.32509573325514796,0.010207151062786579,0.35573458671569824
12040,1753224971.7826064,node,2511,7530,0.21958599649369717,0.010207151062786579,0.0
12050,1753224975.2871294,graph,2513,7538,0.06835010498762131,0.010207151062786579,0.38356971740722656
12060,1753224978.7966342,node,2516,7545,0.14916447699069976,0.010207151062786579,0.0
12070,1753224982.3916883,graph,2518,7553,0.15710911601781846,0.010207151062786579,0.33853793144226074
12080,1753224985.964745,node,2521,7560,0.2983097393065691,0.010207151062786579,0.0
12090,1753224989.5986943,graph,2523,7568,0.09710015766322613,0.010207151062786579,0.37822508811950684
12100,1753224993.316224,node,2526,7575,0.2386168908327818,0.010207151062786579,0.0
12110,1753224997.1657562,graph,2528,7583,0.1751571625471115,0.010207151062786579,0.3741743564605713
12120,1753225000.6872215,node,2531,7590,0.6142370298504829,0.010207151062786579,0.0
12130,1753225004.2510602,graph,2533,7598,0.1662178412079811,0.010207151062786579,0.3554856777191162
12140,1753225007.8153348,node,2536,7605,0.08073661439120769,0.010207151062786579,0.0
12150,1753225011.3488812,graph,2538,7613,1.6660083871334792,0.010207151062786579,0.3667721748352051
12160,1753225014.9437928,node,2541,7620,0.07635465636849403,0.010207151062786579,0.0
12170,1753225018.4932768,graph,2543,7628,0.06842831745743752,0.010207151062786579,0.3687601089477539
12180,1753225022.050198,node,2546,7635,0.3399132277816534,0.010207151062786579,0.0
12190,1753225025.7211266,graph,2548,7643,0.15507022701203824,0.010207151062786579,0.3749232292175293
12200,1753225029.29808,node,2551,7650,0.8461917173117399,0.010207151062786579,0.0
12210,1753225032.946407,graph,2553,7658,0.1502558808773756,0.010207151062786579,0.3825550079345703
12220,1753225036.4829504,node,2556,7665,0.24572423622012138,0.010207151062786579,0.0
12230,1753225040.1659884,graph,2558,7673,0.07975887134671211,0.010207151062786579,0.37007808685302734
12240,1753225043.8006778,node,2561,7680,0.21578339785337447,0.010207151062786579,0.0
12250,1753225047.3775544,graph,2563,7688,0.07479252517223359,0.010207151062786579,0.39550185203552246
12260,1753225051.1114929,node,2566,7695,0.14462501667439936,0.010207151062786579,0.0
12270,1753225055.0467832,graph,2568,7703,0.5999687850475312,0.010207151062786579,0.43324804306030273
12280,1753225058.583879,node,2571,7710,0.4638863322325051,0.010207151062786579,0.0
12290,1753225062.2729104,graph,2573,7718,0.1690639689564705,0.010207151062786579,0.37206029891967773
12300,1753225065.8658636,node,2576,7725,0.29092703349888327,0.010207151062786579,0.0
12310,1753225069.5679812,graph,2578,7733,0.10029917620122433,0.010207151062786579,0.39098095893859863
12320,1753225073.6667857,node,2581,7740,0.3312652863562107,0.010207151062786579,0.0
12330,1753225077.7438164,graph,2583,7748,0.16390754617750644,0.010207151062786579,0.4152045249938965
12340,1753225081.6167877,node,2586,7755,0.2568488486111164,0.010207151062786579,0.0
12350,1753225086.769107,graph,2588,7763,0.07752008400857449,0.010207151062786579,0.6931188106536865
12360,1753225090.6242201,node,2591,7770,0.22810817658901214,0.010207151062786579,0.0
12370,1753225094.2467515,graph,2593,7778,0.07347324304282665,0.010207151062786579,0.37974047660827637
12380,1753225097.7752392,node,2596,7785,0.06567613277584314,0.010207151062786579,0.0
12390,1753225101.2550418,graph,2598,7793,0.06986215785145759,0.010207151062786579,0.34482502937316895
12400,1753225104.8132644,node,2601,7800,0.4856284290552139,0.010207151062786579,0.0
12410,1753225108.4046268,graph,2603,7808,0.2166859030723572,0.010207151062786579,0.3716864585876465
12420,1753225112.0512102,node,2606,7815,0.08798118084669113,0.010207151062786579,0.0
12430,1753225115.9296682,graph,2608,7823,0.20740900188684464,0.010207151062786579,0.43382787704467773
12440,1753225119.6390796,node,2611,7830,2.6586453754454853,0.010207151062786579,0.0
12450,1753225123.2425716,graph,2613,7838,0.14444369003176688,0.010207151062786579,0.40280914306640625
12460,1753225126.7482417,node,2616,7845,0.08729398064315319,0.010207151062786579,0.0
12470,1753225130.3213046,graph,2618,7853,0.11497472804039717,0.010207151062786579,0.34432315826416016
12480,1753225133.8792968,node,2621,7860,0.13868156764656306,0.010207151062786579,0.0
12490,1753225137.3789976,graph,2623,7868,0.06864822767674923,0.010207151062786579,0.36814427375793457
12500,1753225140.9048429,node,2626,7875,0.3637995825149119,0.010207151062786579,0.0
12510,1753225144.4583962,graph,2628,7883,0.12588144801557064,0.010207151062786579,0.34086060523986816
12520,1753225147.9087038,node,2631,7890,0.39686052557080986,0.010207151062786579,0.0
12530,1753225151.5116258,graph,2633,7898,0.15443975739181043,0.010207151062786579,0.3990459442138672
12540,1753225155.2520242,node,2636,7905,0.08621448017656803,0.010207151062786579,0.0
12550,1753225158.7827199,graph,2638,7913,0.18142601661384106,0.010207151062786579,0.35100817680358887
12560,1753225162.33794,node,2641,7920,0.051668647397309544,0.010207151062786579,0.0
12570,1753225165.9847126,graph,2643,7928,4.563523848354817,0.010207151062786579,0.35787153244018555
12580,1753225169.747521,node,2646,7935,0.12041687136515974,0.010207151062786579,0.0
12590,1753225173.523286,graph,2648,7943,0.4810623288154602,0.010207151062786579,0.40056633949279785
12600,1753225177.063086,node,2651,7950,0.2589984264224768,0.010207151062786579,0.0
12610,1753225180.6268253,graph,2653,7958,0.6077391598373652,0.010207151062786579,0.36522841453552246
12620,1753225184.1685183,node,2656,7965,0.43467902988195417,0.010207151062786579,0.0
12630,1753225187.7653503,graph,2658,7973,0.2592044323682785,0.010207151062786579,0.3444204330444336
12640,1753225191.235968,node,2661,7980,0.3970059022307396,0.010207151062786579,0.0
12650,1753225194.7069943,graph,2663,7988,0.327044165879488,0.010207151062786579,0.35296154022216797
12660,1753225198.1587272,node,2666,7995,0.4808860827237368,0.010207151062786579,0.0
12670,1753225201.7522802,graph,2668,8003,0.1395002119243145,0.010207151062786579,0.35164809226989746
12680,1753225205.2789052,node,2671,8010,0.4067632552236319,0.010207151062786579,0.0
12690,1753225208.9320893,graph,2673,8018,0.19061621986329555,0.010207151062786579,0.3813207149505615
12700,1753225212.5618465,node,2676,8025,0.3847758013755083,0.010207151062786579,0.0
12710,1753225216.1748922,graph,2678,8033,0.2310436565428972,0.010207151062786579,0.3881566524505615
12720,1753225219.7218869,node,2681,8040,0.14539862088859082,0.010207151062786579,0.0
12730,1753225223.2583299,graph,2683,8048,0.09307893738150597,0.010207151062786579,0.3333437442779541
12740,1753225226.772243,node,2686,8055,0.35858618542551995,0.010207151062786579,0.0
12750,1753225230.383588,graph,2688,8063,0.29437376782298086,0.010207151062786579,0.3926270008087158
12760,1753225233.9537044,node,2691,8070,1.760460563376546,0.010207151062786579,0.0
12770,1753225237.58745,graph,2693,8078,0.25451689288020135,0.010207151062786579,0.36622190475463867
12780,1753225241.216856,node,2696,8085,0.8787718825042248,0.010207151062786579,0.0
12790,1753225245.0461178,graph,2698,8093,0.22325808554887772,0.010207151062786579,0.3534259796142578
12800,1753225248.558122,node,2701,8100,0.5411952864378691,0.010207151062786579,0.0
12810,1753225252.0383205,graph,2703,8108,0.29683498851954937,0.010207151062786579,0.36099910736083984
12820,1753225255.5354228,node,2706,8115,0.9345380824059248,0.010207151062786579,0.0
12830,1753225259.0583575,graph,2708,8123,0.18595507889986038,0.010207151062786579,0.36145639419555664
12840,1753225262.597397,node,2711,8130,0.3699496302753687,0.010207151062786579,0.0
12850,1753225266.2758257,graph,2713,8138,0.3648379918187857,0.010207151062786579,0.37433910369873047
12860,1753225269.855241,node,2716,8145,1.0865912530571222,0.010207151062786579,0.0
12870,1753225273.491364,graph,2718,8153,0.5729520745575428,0.010207151062786579,0.39101266860961914
12880,1753225277.3371801,node,2721,8160,0.28382954448461534,0.010207151062786579,0.0
12890,1753225281.1346195,graph,2723,8168,0.19762337133288382,0.010207151062786579,0.3823707103729248
12900,1753225285.1185844,node,2726,8175,0.08457230515778065,0.010207151062786579,0.0
12910,1753225289.3920414,graph,2728,8183,0.1618343748152256,0.010207151062786579,0.3807058334350586
12920,1753225293.214512,node,2731,8190,0.1946693554520607,0.010207151062786579,0.0
12930,1753225296.7847972,graph,2733,8198,0.08161493577063084,0.010207151062786579,0.3668653964996338
12940,1753225300.242186,node,2736,8205,0.07910250071436167,0.010207151062786579,0.0
12950,1753225303.8116305,graph,2738,8213,0.1119778297841549,0.010207151062786579,0.36727094650268555
12960,1753225307.3263562,node,2741,8220,1.7468499820679426,0.010207151062786579,0.0
12970,1753225310.8330343,graph,2743,8228,0.0661637743934989,0.010207151062786579,0.36545419692993164
12980,1753225314.3702714,node,2746,8235,0.510910170339048,0.010207151062786579,0.0
12990,1753225317.8927202,graph,2748,8243,0.16828456670045852,0.010207151062786579,0.37256813049316406
13000,1753225321.4557104,node,2751,8250,1.1834214314818383,0.010207151062786579,0.0
13010,1753225325.0830941,graph,2753,8258,0.13859354592859746,0.010207151062786579,0.3391592502593994
13020,1753225328.5095098,node,2756,8265,0.28658165633678434,0.010207151062786579,0.0
13030,1753225332.0923755,graph,2758,8273,0.5110616568475962,0.010207151062786579,0.38852810859680176
13040,1753225335.5229013,node,2761,8280,0.21634590327739717,0.010207151062786579,0.0
13050,1753225339.0828068,graph,2763,8288,0.12754813060164452,0.010207151062786579,0.3447709083557129
13060,1753225342.645579,node,2766,8295,0.24325060099363327,0.010207151062786579,0.0
13070,1753225346.2354655,graph,2768,8303,0.22709063515067102,0.010207151062786579,0.36385607719421387
13080,1753225349.7724679,node,2771,8310,0.21437121145427226,0.010207151062786579,0.0
13090,1753225353.3163226,graph,2773,8318,0.10053052008152008,0.010207151062786579,0.3884904384613037
13100,1753225356.8557014,node,2776,8325,0.10507744662463665,0.010207151062786579,0.0
13110,1753225360.4316304,graph,2778,8333,0.16970050930976868,0.010207151062786579,0.3522074222564697
13120,1753225363.8695333,node,2781,8340,0.09712208565324545,0.010207151062786579,0.0
13130,1753225367.5104468,graph,2783,8348,0.0830108106136322,0.010207151062786579,0.38833022117614746
13140,1753225371.0371227,node,2786,8355,0.16327400784939528,0.010207151062786579,0.0
13150,1753225374.5229886,graph,2788,8363,0.13629610762000083,0.010207151062786579,0.3489410877227783
13160,1753225378.07138,node,2791,8370,2.0191200610250233,0.010207151062786579,0.0
13170,1753225381.6350234,graph,2793,8378,0.2335518766194582,0.010207151062786579,0.3829526901245117
13180,1753225385.298562,node,2796,8385,0.17618427854031324,0.010207151062786579,0.0
13190,1753225389.0200765,graph,2798,8393,0.22268415689468385,0.010207151062786579,0.37755417823791504
13200,1753225392.5179992,node,2801,8400,0.4174596192315221,0.010207151062786579,0.0
13210,1753225396.0895398,graph,2803,8408,0.10647315382957459,0.010207151062786579,0.3493649959564209
13220,1753225399.7548418,node,2806,8415,0.05335562564432621,0.010207151062786579,0.0
13230,1753225403.5445025,graph,2808,8423,0.3289387129247189,0.010207151062786579,0.357891321182251
13240,1753225407.2482738,node,2811,8430,0.19237864511087538,0.009757609106600285,0.0
13250,1753225410.9624527,graph,2813,8438,0.09511461928486824,0.009757609106600285,0.38437461853027344
13260,1753225414.7553077,node,2816,8445,0.1521069597452879,0.009757609106600285,0.0
13270,1753225418.416699,graph,2818,8453,0.08411261066794395,0.009757609106600285,0.3614501953125
13280,1753225422.0487988,node,2821,8460,0.6213172394782305,0.009757609106600285,0.0
13290,1753225425.9217467,graph,2823,8468,0.24543240368366243,0.009757609106600285,0.3630790710449219
13300,1753225429.637312,node,2826,8475,0.08589302711188793,0.009757609106600285,0.0
13310,1753225433.4991503,graph,2828,8483,0.20891827680170535,0.009757609106600285,0.4170985221862793
13320,1753225437.300125,node,2831,8490,0.06545456405729055,0.009757609106600285,0.0
13330,1753225441.1533544,graph,2833,8498,0.12265469878911972,0.009757609106600285,0.39182448387145996
13340,1753225444.9505315,node,2836,8505,0.47514670994132757,0.009757609106600285,0.0
13350,1753225448.5893855,graph,2838,8513,0.10579650029540062,0.009757609106600285,0.34768104553222656
13360,1753225452.259478,node,2841,8520,0.09460107386112213,0.009757609106600285,0.0
13370,1753225456.0542967,graph,2843,8528,0.1787952207028866,0.009757609106600285,0.3846619129180908
13380,1753225459.8414497,node,2846,8535,0.08535418212413788,0.009757609106600285,0.0
13390,1753225463.5518093,graph,2848,8543,0.6183673087507486,0.009757609106600285,0.3713805675506592
13400,1753225467.3047862,node,2851,8550,0.508764959871769,0.009757609106600285,0.0
13410,1753225471.2662125,graph,2853,8558,0.2455131694674492,0.009757609106600285,0.3782474994659424
13420,1753225475.0893416,node,2856,8565,0.10537500232458115,0.009757609106600285,0.0
13430,1753225478.7294927,graph,2858,8573,0.14888711534440519,0.009757609106600285,0.35686182975769043
13440,1753225482.5167098,node,2861,8580,0.2423952877521515,0.009757609106600285,0.0
13450,1753225486.4526417,graph,2863,8588,0.1379547979682684,0.009757609106600285,0.37617063522338867
13460,1753225490.1749175,node,2866,8595,0.5887010868638753,0.009757609106600285,0.0
13470,1753225494.0732844,graph,2868,8603,0.36650431901216507,0.009757609106600285,0.41777849197387695
13480,1753225497.8460252,node,2871,8610,0.13569210469722748,0.009757609106600285,0.0
13490,1753225501.6413963,graph,2873,8618,0.17866583317518234,0.009757609106600285,0.4058678150177002
13500,1753225505.512803,node,2876,8625,0.1636757232248783,0.009757609106600285,0.0
13510,1753225509.3076348,graph,2878,8633,0.07081601358950138,0.009757609106600285,0.3701019287109375
13520,1753225513.1598773,node,2881,8640,0.1336493119597435,0.009757609106600285,0.0
13530,1753225516.9398956,graph,2883,8648,0.3137307561933994,0.009757609106600285,0.3678748607635498
13540,1753225520.7588642,node,2886,8655,0.33756492249667647,0.009757609106600285,0.0
13550,1753225524.5845895,graph,2888,8663,0.18346555046737195,0.009757609106600285,0.38339757919311523
13560,1753225528.2323997,node,2891,8670,0.07215545680373907,0.009757609106600285,0.0
13570,1753225532.0793872,graph,2893,8678,0.4960354384034872,0.009757609106600285,0.3888509273529053
13580,1753225535.7513752,node,2896,8685,0.5847870349884033,0.009757609106600285,0.0
13590,1753225539.6275687,graph,2898,8693,0.17447279989719391,0.009757609106600285,0.38446760177612305
13600,1753225543.3820124,node,2901,8700,0.36846319735050204,0.009757609106600285,0.0
13610,1753225547.2073195,graph,2903,8708,0.1503745373338461,0.009757609106600285,0.3859388828277588
13620,1753225550.9436324,node,2906,8715,0.07121132928878068,0.009757609106600285,0.0
13630,1753225554.7958312,graph,2908,8723,0.08979128524661065,0.009757609106600285,0.4107990264892578
13640,1753225558.8884368,node,2911,8730,0.2613887287676334,0.007351625710725784,0.0
13650,1753225562.8025699,graph,2913,8738,0.07203778699040413,0.007351625710725784,0.3889503479003906
13660,1753225566.5809834,node,2916,8745,0.09960699062794447,0.007351625710725784,0.0
13670,1753225570.4273872,graph,2918,8753,0.0794124498963356,0.007351625710725784,0.43370604515075684
13680,1753225574.1557605,node,2921,8760,0.12631570920348167,0.007351625710725784,0.0
13690,1753225578.1891847,graph,2923,8768,0.6540603641420603,0.007351625710725784,0.36190009117126465
13700,1753225581.9830673,node,2926,8775,0.2771280128508806,0.007351625710725784,0.0
13710,1753225585.8380556,graph,2928,8783,0.4197585146874189,0.007351625710725784,0.36545658111572266
13720,1753225589.6517558,node,2931,8790,0.5869200676679611,0.007351625710725784,0.0
13730,1753225593.5582922,graph,2933,8798,0.36252900063991544,0.007351625710725784,0.4237663745880127
13740,1753225597.3365467,node,2936,8805,0.10027789864689111,0.007351625710725784,0.0
13750,1753225601.1541564,graph,2938,8813,0.8653792135417462,0.007351625710725784,0.3940277099609375
13760,1753225604.8209078,node,2941,8820,0.09764703772962094,0.007351625710725784,0.0
13770,1753225608.6156406,graph,2943,8828,0.07037011906504631,0.007351625710725784,0.36965346336364746
13780,1753225612.384085,node,2946,8835,0.06153244245797396,0.007351625710725784,0.0
13790,1753225616.212353,graph,2948,8843,0.7281165954656899,0.007351625710725784,0.392441987991333
13800,1753225619.980103,node,2951,8850,0.16319654807448386,0.007351625710725784,0.0
13810,1753225623.8499105,graph,2953,8858,0.40454314798116686,0.007351625710725784,0.407379150390625
13820,1753225627.6291492,node,2956,8865,0.10786042399704457,0.007351625710725784,0.0
13830,1753225631.5030231,graph,2958,8873,0.14252813030034303,0.007351625710725784,0.42760324478149414
13840,1753225635.174323,node,2961,8880,0.2020579133182764,0.007351625710725784,0.0
13850,1753225638.9668243,graph,2963,8888,0.08312147473916412,0.007351625710725784,0.37745237350463867
13860,1753225642.6455793,node,2966,8895,0.12114224135875702,0.007351625710725784,0.0
13870,1753225646.5596704,graph,2968,8903,0.20993057154119016,0.007351625710725784,0.36565351486206055
13880,1753225650.2477338,node,2971,8910,0.6624655436724425,0.007351625710725784,0.0
13890,1753225654.22913,graph,2973,8918,0.15915972869843245,0.007351625710725784,0.43085718154907227
13900,1753225657.904324,node,2976,8925,0.199707018584013,0.007351625710725784,0.0
13910,1753225661.7586946,graph,2978,8933,2.8826084055006502,0.007351625710725784,0.40349817276000977
13920,1753225665.4855876,node,2981,8940,0.15587982684373855,0.007351625710725784,0.0
13930,1753225669.2684999,graph,2983,8948,0.05480889640748501,0.007351625710725784,0.3580033779144287
13940,1753225673.0105941,node,2986,8955,0.11815686821937561,0.007351625710725784,0.0
13950,1753225676.885811,graph,2988,8963,0.09753797054290772,0.007351625710725784,0.3721492290496826
13960,1753225680.5375106,node,2991,8970,0.6750607827678323,0.007351625710725784,0.0
13970,1753225684.4755268,graph,2993,8978,0.4152200769633055,0.007351625710725784,0.40052127838134766
13980,1753225688.177556,node,2996,8985,0.5557386871427298,0.007351625710725784,0.0
13990,1753225691.8176725,graph,2998,8993,0.21611428894102575,0.007351625710725784,0.38382792472839355
14000,1753225695.571569,node,3001,9000,0.8579112596809864,0.007351625710725784,0.0
14010,1753225699.6003542,graph,3003,9008,0.07317604422569275,0.007351625710725784,0.33627963066101074
14020,1753225703.3951588,node,3006,9015,0.16460105516016482,0.007351625710725784,0.0
14030,1753225707.239346,graph,3008,9023,0.06857555620372295,0.007351625710725784,0.37737250328063965
14040,1753225710.8650594,node,3011,9030,0.17779584135860205,0.007351625710725784,0.0
14050,1753225714.466121,graph,3013,9038,0.14566666223108768,0.007351625710725784,0.39541077613830566
14060,1753225718.2768831,node,3016,9045,0.10694469176232815,0.007351625710725784,0.0
14070,1753225722.06529,graph,3018,9053,0.1843124959617853,0.007351625710725784,0.3810539245605469
14080,1753225725.8777611,node,3021,9060,0.07736520767211914,0.007351625710725784,0.0
14090,1753225729.618216,graph,3023,9068,0.07865079566836357,0.007351625710725784,0.3477499485015869
14100,1753225733.2389517,node,3026,9075,0.23146625719964503,0.007351625710725784,0.0
14110,1753225737.0032296,graph,3028,9083,0.058618181943893434,0.007351625710725784,0.370403528213501
14120,1753225740.6018093,node,3031,9090,0.08631014842540026,0.007351625710725784,0.0
14130,1753225744.4160976,graph,3033,9098,0.5902406662702561,0.007351625710725784,0.4375760555267334
14140,1753225748.3320205,node,3036,9105,0.10325503405183553,0.007351625710725784,0.0
14150,1753225752.4480703,graph,3038,9113,0.31547747179865837,0.007351625710725784,0.3954181671142578
14160,1753225756.4915097,node,3041,9120,0.14062791951000692,0.007351625710725784,0.0
14170,1753225761.6424017,graph,3043,9128,0.14591163396835327,0.007351625710725784,0.5086562633514404
14180,1753225765.6526263,node,3046,9135,0.46064694635570047,0.007351625710725784,0.0
14190,1753225769.4089816,graph,3048,9143,0.27510173842310903,0.007351625710725784,0.3692340850830078
14200,1753225773.1538148,node,3051,9150,0.5977422451600433,0.007351625710725784,0.0
14210,1753225776.853233,graph,3053,9158,0.07782901879400014,0.007351625710725784,0.39484071731567383
14220,1753225780.649706,node,3056,9165,0.9221114758402109,0.007351625710725784,0.0
14230,1753225784.46541,graph,3058,9173,0.15750098787248135,0.007351625710725784,0.4049713611602783
14240,1753225788.160406,node,3061,9180,0.7173899490386247,0.007351625710725784,0.0
14250,1753225791.8928695,graph,3063,9188,0.06911438629031182,0.007351625710725784,0.3623225688934326
14260,1753225795.5213945,node,3066,9195,2.025446880608797,0.007351625710725784,0.0
14270,1753225799.3550084,graph,3068,9203,0.25903254114091395,0.007351625710725784,0.38654375076293945
14280,1753225803.0642736,node,3071,9210,0.7078554291278124,0.007351625710725784,0.0
14290,1753225806.842671,graph,3073,9218,0.39650143347680566,0.007351625710725784,0.3801918029785156
14300,1753225810.6115203,node,3076,9225,0.11919310018420219,0.007351625710725784,0.0
14310,1753225814.339201,graph,3078,9233,0.19695517793297768,0.007351625710725784,0.4071769714355469
14320,1753225817.9902337,node,3081,9240,0.4089611504226923,0.007351625710725784,0.0
14330,1753225821.6681502,graph,3083,9248,0.14495620504021645,0.007351625710725784,0.3581099510192871
14340,1753225825.4289103,node,3086,9255,0.08522985205054283,0.007351625710725784,0.0
14350,1753225829.1988373,graph,3088,9263,0.07609771192073822,0.007351625710725784,0.37546825408935547
14360,1753225833.0461714,node,3091,9270,0.14288890771567822,0.007351625710725784,0.0
14370,1753225836.8427687,graph,3093,9278,0.05989376250654459,0.007351625710725784,0.36911869049072266
14380,1753225840.4165807,node,3096,9285,0.11266168840229511,0.007351625710725784,0.0
14390,1753225844.2683945,graph,3098,9293,0.18884622044861316,0.007351625710725784,0.40766429901123047
14400,1753225847.862679,node,3101,9300,0.7782080508768559,0.007351625710725784,0.0
14410,1753225851.6369767,graph,3103,9308,0.07057308219373226,0.007351625710725784,0.3548760414123535
14420,1753225855.4013107,node,3106,9315,1.0068637069314719,0.007351625710725784,0.0
14430,1753225859.0717697,graph,3108,9323,22.138680889829992,0.007351625710725784,0.4011867046356201
14440,1753225862.8212807,node,3111,9330,0.08621273152530193,0.007351625710725784,0.0
14450,1753225866.4650104,graph,3113,9338,0.26969385482370856,0.007351625710725784,0.3728294372558594
14460,1753225870.2340438,node,3116,9345,0.1847132770344615,0.007351625710725784,0.0
14470,1753225873.9190948,graph,3118,9353,0.11256996020674706,0.007351625710725784,0.35646963119506836
14480,1753225877.5864515,node,3121,9360,0.06961934827268124,0.007351625710725784,0.0
14490,1753225881.280078,graph,3123,9368,0.11441436149179936,0.007351625710725784,0.35603880882263184
14500,1753225885.2775486,node,3126,9375,0.08858827240765095,0.007351625710725784,0.0
14510,1753225889.1188703,graph,3128,9383,0.16767086796462535,0.007351625710725784,0.4121847152709961
14520,1753225893.1578352,node,3131,9390,0.4877197636291385,0.007351625710725784,0.0
14530,1753225896.974736,graph,3133,9398,0.0888587050139904,0.007351625710725784,0.34468817710876465
14540,1753225900.6596992,node,3136,9405,5.186299443989992,0.007351625710725784,0.0
14550,1753225904.4478693,graph,3138,9413,0.19835503436625004,0.007351625710725784,0.37506818771362305
14560,1753225908.0781128,node,3141,9420,0.09304912127554417,0.007351625710725784,0.0
14570,1753225911.562546,graph,3143,9428,0.12724970951676368,0.007351625710725784,0.36308979988098145
14580,1753225915.1851983,node,3146,9435,1.0893138572573662,0.007351625710725784,0.0
14590,1753225918.9201627,graph,3148,9443,0.15276828445494176,0.007351625710725784,0.3641011714935303
14600,1753225922.6558244,node,3151,9450,0.11761560644954443,0.007351625710725784,0.0
14610,1753225926.5603485,graph,3153,9458,0.941769452765584,0.007351625710725784,0.372058629989624
14620,1753225930.270349,node,3156,9465,0.21480855606496335,0.007351625710725784,0.0
14630,1753225934.4343498,graph,3158,9473,0.06425119582563639,0.007351625710725784,0.3914055824279785
14640,1753225938.0799408,node,3161,9480,0.2696279495023191,0.007351625710725784,0.0
14650,1753225941.8222585,graph,3163,9488,0.07489552907645702,0.007351625710725784,0.4227752685546875
14660,1753225945.5563664,node,3166,9495,0.2925332374870777,0.007351625710725784,0.0
14670,1753225949.2221792,graph,3168,9503,0.6820549342781306,0.007351625710725784,0.3897824287414551
14680,1753225952.9826918,node,3171,9510,0.1702239342033863,0.007351625710725784,0.0
14690,1753225956.8147852,graph,3173,9518,0.10596045665442944,0.007351625710725784,0.36170101165771484
14700,1753225960.6712546,node,3176,9525,0.21148777967318894,0.007351625710725784,0.0
14710,1753225964.3766465,graph,3178,9533,1.8029208268970252,0.007351625710725784,0.37621045112609863
14720,1753225968.1160824,node,3181,9540,0.08401917815208435,0.007351625710725784,0.0
14730,1753225971.783658,graph,3183,9548,0.07721995599567891,0.007351625710725784,0.40678906440734863
14740,1753225975.5606775,node,3186,9555,0.24569056872278452,0.007351625710725784,0.0
14750,1753225979.422389,graph,3188,9563,0.06283242478966714,0.007351625710725784,0.39928245544433594
14760,1753225983.205022,node,3191,9570,0.31283431535121053,0.0034883839543908834,0.0
14770,1753225986.9121542,graph,3193,9578,0.6665774039924145,0.0034883839543908834,0.3684830665588379
14780,1753225990.6303906,node,3196,9585,0.18701455723494292,0.0034883839543908834,0.0
14790,1753225994.4458747,graph,3198,9593,0.08995246961712837,0.0034883839543908834,0.3633890151977539
14800,1753225998.0919006,node,3201,9600,0.11999620459973812,0.0034883839543908834,0.0
